"RegionName","StateName","Metro","StateCodeFIPS","MunicipalCodeFIPS","avg_2019","avg_2022","price_changes"
"Sullivan County","NY",NA,"36","105",160348.089198794,259959.157515827,0.621217682198501
"Oconee County","SC","Seneca, SC","45","073",162979.219512859,240256.243419918,0.47415261981275
"James City County","VA","Virginia Beach-Norfolk-Newport News, VA-NC","51","095",320988.409682635,397089.036785919,0.237082164986971
"Forrest County","MS","Hattiesburg, MS","28","035",136461.204390604,164306.541237349,0.204053137088266
"Cole County","MO","Jefferson City, MO","29","051",161624.973710333,220080.155116709,0.361671714862211
"Cattaraugus County","NY","Olean, NY","36","009",91883.2894006496,132853.730947977,0.445896547833405
"Ross County","OH","Chillicothe, OH","39","141",129432.212513512,176069.604946817,0.360322917515112
"Augusta County","VA","Staunton, VA","51","015",242395.593192332,314727.2859465,0.298403497363813
"White County","AR","Searcy, AR","05","145",129135.27500847,166761.361447559,0.291369545901547
"Clallam County","WA","Port Angeles, WA","53","009",312204.289136764,475598.882432657,0.523357938956172
"Anderson County","TN","Knoxville, TN","47","001",153978.37303987,245520.50285509,0.594512904689001
"Cayuga County","NY","Auburn, NY","36","011",135009.072709732,176295.31693732,0.305803479713941
"Walker County","TX","Huntsville, TX","48","471",190714.19730894,259295.34756043,0.359601703592071
"Cheshire County","NH","Keene, NH","33","005",198302.813519728,292071.067732215,0.472853877099221
"Valencia County","NM","Albuquerque, NM","35","061",177268.292629727,268473.88925549,0.514505980019058
"Erie County","OH","Sandusky, OH","39","043",143406.575130005,191688.737765181,0.336680257452671
"Van Buren County","MI",NA,"26","159",175100.002020193,230018.99882971,0.313643610370623
"Hancock County","OH","Findlay, OH","39","063",156464.791031177,201002.170227515,0.284647931990428
"Chatham County","NC","Durham-Chapel Hill, NC","37","037",345865.340242063,491731.924782961,0.421743862622398
"Vermilion County","IL","Danville, IL","17","183",64205.9953910249,75361.6670023037,0.173748129646445
"Raleigh County","WV","Beckley, WV","54","081",93956.0222430633,120959.378786372,0.287404212083944
"Grays Harbor County","WA","Aberdeen, WA","53","027",195137.030347752,318054.611778473,0.629903925521822
"Scioto County","OH","Portsmouth, OH","39","145",90961.7728376033,113879.428926202,0.251948212679563
"Somerset County","PA","Somerset, PA","42","111",110251.274492846,153581.610963335,0.393014381645999
"Wood County","WI","Wisconsin Rapids-Marshfield, WI","55","141",140199.137499067,175428.998421283,0.251284434060447
"Jackson County","GA","Jefferson, GA","13","157",230755.513772595,355934.227143061,0.54247333606003
"Lonoke County","AR","Little Rock-North Little Rock-Conway, AR","05","085",156179.622653526,197834.418372389,0.266710823160788
"Lauderdale County","MS","Meridian, MS","28","075",101229.794768612,123032.966765584,0.215382951697261
"Walton County","FL","Crestview-Fort Walton Beach-Destin, FL","12","131",408007.611192957,688614.832232075,0.687749966768174
"Kauai County","HI","Kapaa, HI","15","007",590496.456757982,824804.239577992,0.396797948808088
"Putnam County","FL","Palatka, FL","12","107",122130.916100486,196218.625257067,0.606625345343553
"Grand Forks County","ND","Grand Forks, ND-MN","38","035",215638.639830783,242431.412108952,0.124248475594138
"McKinley County","NM","Gallup, NM","35","031",155975.426940831,193177.068249382,0.238509629614049
"Lea County","NM","Hobbs, NM","35","025",187494.366893102,185900.818176126,-0.00849918183347017
"Riley County","KS","Manhattan, KS","20","161",188079.392060356,221036.994460156,0.175232395419605
"Fauquier County","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","061",418265.620210348,546058.912880116,0.305531429060558
"Christian County","KY","Clarksville, TN-KY","21","047",108391.166168498,155189.364519986,0.431752881768421
"Broomfield County","CO","Denver-Aurora-Lakewood, CO","08","014",464335.289862199,638244.774104347,0.374534281669092
"Pottawatomie County","OK","Shawnee, OK","40","125",100358.714250696,152652.657309323,0.521070277245655
"Robertson County","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","47","147",227905.277286192,337037.845332181,0.478850552938037
"Creek County","OK","Tulsa, OK","40","037",138966.854826841,183279.731397185,0.318873710033666
"York County","VA","Virginia Beach-Norfolk-Newport News, VA-NC","51","199",315242.808081947,382052.54981454,0.211931057647556
"De Kalb County","AL","Fort Payne, AL","01","049",127974.352909115,179398.605609284,0.401832488550961
"Surry County","NC","Mount Airy, NC","37","171",133384.462212427,195055.983691726,0.462359111821298
"Morgan County","IN","Indianapolis-Carmel-Anderson, IN","18","109",177515.659138043,256801.968284104,0.446644028651047
"Tooele County","UT","Salt Lake City, UT","49","045",296195.839246183,471821.420482342,0.592937367665685
"Franklin County","MA","Springfield, MA","25","011",225632.719780625,302515.653661118,0.340743727041201
"Iberia Parish","LA","Lafayette, LA","22","045",154392.344070412,165999.856599905,0.075181917855972
"Portage County","WI","Stevens Point, WI","55","097",193422.48912035,241299.062312895,0.247523302022839
"Lewis and Clark County","MT","Helena, MT","30","049",266029.420717215,413633.86981709,0.554842576065211
"Greene County","TN","Greeneville, TN","47","059",131271.671163908,194568.281692996,0.482180275209988
"Boone County","IN","Indianapolis-Carmel-Anderson, IN","18","011",261229.343137356,362802.791377206,0.388828632419148
"Ward County","ND","Minot, ND","38","101",198111.628641893,216114.231889738,0.0908710072763393
"Troup County","GA","LaGrange, GA-AL","13","285",131196.896529032,181877.089452705,0.386291095784096
"Greenwood County","SC","Greenwood, SC","45","047",101798.026203105,139992.68945494,0.375200430464439
"Columbia County","FL","Lake City, FL","12","023",147039.133580757,229855.095949724,0.563223955094124
"Klamath County","OR","Klamath Falls, OR","41","035",177748.652787383,269235.312362088,0.514696781888626
"Allegany County","MD","Cumberland, MD-WV","24","001",104808.908410206,134701.923335446,0.285214447690294
"Harrison County","TX","Longview, TX","48","203",157812.008341181,193806.72833124,0.228086064985881
"Blue Earth County","MN","Mankato, MN","27","013",204298.155365315,260684.67594757,0.276001124344114
"San Patricio County","TX","Corpus Christi, TX","48","409",170434.752357488,204312.578893496,0.198772997099494
"Madison County","NY","Syracuse, NY","36","053",147035.581691517,188197.213609557,0.279943340547304
"Shiawassee County","MI","Lansing-East Lansing, MI","26","155",133293.53339341,175163.899552148,0.314121511320126
"Jefferson County","AR","Pine Bluff, AR","05","069",65007.0506299679,88264.3879047161,0.35776638148273
"Wise County","TX","Dallas-Fort Worth-Arlington, TX","48","497",258317.170563051,374169.304149207,0.44848793184609
"Carteret County","NC","Morehead City, NC","37","031",269866.165183069,398086.785175805,0.475126698101467
"Walker County","GA","Chattanooga, TN-GA","13","295",134577.668800934,195017.762100856,0.449109379278403
"Lake County","CA","Clearlake, CA","06","033",257509.629597077,340530.573017379,0.322399374152354
"Franklin County","NC","Raleigh-Cary, NC","37","069",216449.516700589,324843.885350172,0.500783602115979
"Oldham County","KY","Louisville/Jefferson County, KY-IN","21","185",293204.0284161,378613.638338206,0.291297532245693
"Catoosa County","GA","Chattanooga, TN-GA","13","047",163621.566403452,243110.685536287,0.485810769815228
"Butler County","KS","Wichita, KS","20","015",159200.499892097,211860.128350031,0.330775522021765
"McCracken County","KY","Paducah, KY-IL","21","145",116138.053957506,144092.594813086,0.24070095806675
"Jones County","MS","Laurel, MS","28","067",112141.058460557,143007.694296728,0.275248301201183
"Otero County","NM","Alamogordo, NM","35","035",131691.966243871,184393.376909587,0.400186983070182
"Aroostook County","ME",NA,"23","003",100420.990866217,143802.564690676,0.431997070037403
"Williamson County","IL","Carbondale-Marion, IL","17","199",109533.49932958,132689.694572268,0.211407426809324
"Laurens County","SC","Greenville-Anderson, SC","45","059",121854.049776506,157486.878035614,0.292422191338426
"Belmont County","OH","Wheeling, WV-OH","39","013",108902.031229815,130029.816603651,0.194007266303883
"Saint Francois County","MO","Farmington, MO","29","187",117957.561326054,163491.958238311,0.386023552880961
"Muskogee County","OK","Muskogee, OK","40","101",88279.5490577906,127574.828341517,0.445123244320177
"Grant County","IN","Marion, IN","18","053",90727.792780207,121649.449871198,0.340817914152282
"Rice County","MN","Faribault-Northfield, MN","27","131",234411.39554729,306047.925609339,0.305601738749931
"Spalding County","GA","Atlanta-Sandy Springs-Alpharetta, GA","13","255",136001.510046036,210275.530456223,0.54612643922149
"Wayne County","IN","Richmond, IN","18","177",102459.681907957,136183.321302886,0.329140582587632
"Ionia County","MI","Grand Rapids-Kentwood, MI","26","067",151980.08721504,203448.270314379,0.338650832766769
"Apache County","AZ",NA,"04","001",175804.953848803,274230.654859952,0.559857380900645
"Montcalm County","MI","Grand Rapids-Kentwood, MI","26","117",137928.005386739,194592.381739042,0.41082575067638
"Marquette County","MI","Marquette, MI","26","103",145737.861776683,197482.743578351,0.355054487357293
"Wilkes County","NC","North Wilkesboro, NC","37","193",139748.314914016,198058.522560388,0.417251597504051
"Harrison County","WV","Clarksburg, WV","54","033",119921.74018622,141609.455467165,0.180848904020797
"Armstrong County","PA","Pittsburgh, PA","42","005",95024.1074099816,136819.022998405,0.439834866410261
"Crow Wing County","MN","Brainerd, MN","27","035",212233.902629961,303476.778930638,0.429916592825239
"Adams County","IL","Quincy, IL-MO","17","001",134079.282682251,158270.815026132,0.180427071654398
"Chippewa County","WI","Eau Claire, WI","55","017",188845.528274417,255613.14270817,0.353556766971635
"Isabella County","MI","Mount Pleasant, MI","26","073",135868.524039488,185188.155264333,0.362995267472781
"Warren County","NY","Glens Falls, NY","36","113",217965.645567993,291903.191607725,0.33921651206574
"Starr County","TX","Rio Grande City-Roma, TX","48","427",93287.5726364618,125700.71172496,0.347453987411707
"Marion County","OH","Marion, OH","39","101",109487.803460863,147722.673000491,0.349215787795898
"Jefferson County","OH","Weirton-Steubenville, WV-OH","39","081",84939.3434696615,109393.876452808,0.287905839440364
"Tehama County","CA","Red Bluff, CA","06","103",224843.618026578,322088.76290764,0.432501245686088
"Sauk County","WI","Baraboo, WI","55","111",207868.401105748,272252.235162992,0.309733628174155
"Walker County","AL","Jasper, AL","01","127",130105.782891684,178583.864764602,0.37260512788488
"Clay County","MN","Fargo, ND-MN","27","027",214839.129815267,254798.677363038,0.185997530254992
"Chaves County","NM","Roswell, NM","35","005",110194.468230766,148781.776779348,0.350174642775843
"Columbia County","PA","Bloomsburg-Berwick, PA","42","037",165239.621335553,210926.219032972,0.276486942587713
"Kershaw County","SC","Columbia, SC","45","055",156065.649992421,209443.770064658,0.342023501486906
"Mason County","WA","Shelton, WA","53","045",279480.860735254,446954.024099966,0.599229453223115
"Nacogdoches County","TX","Nacogdoches, TX","48","347",143415.927408799,194028.41174407,0.352906997498281
"Carbon County","PA","Allentown-Bethlehem-Easton, PA-NJ","42","025",144296.671652551,217609.426993977,0.508069621439044
"Salem County","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","033",155900.783755517,229219.786910771,0.470292716874552
"Pulaski County","KY","Somerset, KY","21","199",109303.122321634,160889.802290398,0.471959801998754
"Coos County","OR","Coos Bay, OR","41","011",225344.357410698,333051.49126042,0.477966855204729
"Rutherford County","NC","Forest City, NC","37","161",127893.777355561,184348.257196529,0.441416939965868
"Liberty County","GA","Hinesville, GA","13","179",134732.127912657,187816.019898914,0.393995796018825
"Hamblen County","TN","Morristown, TN","47","063",151728.305313919,208564.540617568,0.374592171091987
"Lamar County","MS","Hattiesburg, MS","28","073",183484.316664663,230515.444878327,0.256322333530111
"Warrick County","IN","Evansville, IN-KY","18","173",177898.129629036,239960.527783241,0.348864815406553
"Belknap County","NH","Laconia, NH","33","001",251372.624411704,398234.490313762,0.584239696927076
"Effingham County","GA","Savannah, GA","13","103",192025.563217525,264441.378699828,0.377115495816934
"Darlington County","SC","Florence, SC","45","031",105409.816574263,134602.829390249,0.276947762217378
"San Benito County","CA","San Jose-Sunnyvale-Santa Clara, CA","06","069",599295.768868196,826708.921225147,0.379467308415064
"Lincoln County","SD","Sioux Falls, SD","46","083",258359.529353515,339213.196504614,0.312950202972641
"Pope County","AR","Russellville, AR","05","115",141599.116200785,175926.696742249,0.242427929372015
"Georgetown County","SC","Georgetown, SC","45","043",239991.155615529,340955.409657796,0.420699895307866
"Athens County","OH","Athens, OH","39","009",123530.069309302,154793.731905697,0.253085445278227
"Lee County","NC","Sanford, NC","37","105",149880.470576019,228426.808853202,0.524059859001738
"Garfield County","OK","Enid, OK","40","047",102723.801687723,118805.362916939,0.156551460956471
"Hall County","NE","Grand Island, NE","31","079",162217.987620268,219100.350465714,0.350653855838728
"Knox County","OH","Mount Vernon, OH","39","083",169519.586155485,233885.535940555,0.379696241861004
"Livingston County","NY","Rochester, NY","36","051",140945.386849577,188062.053591313,0.334290236771078
"Walla Walla County","WA","Walla Walla, WA","53","071",263174.53864726,386105.549972871,0.467108299904267
"Stanly County","NC","Albemarle, NC","37","167",157711.84182339,241142.140365957,0.52900465543985
"Laurel County","KY","London, KY","21","125",115886.462020351,151000.036697753,0.302999798813734
"Reno County","KS","Hutchinson, KS","20","155",95484.8080157144,122153.39162397,0.279296614429665
"Barry County","MI",NA,"26","015",178450.301082982,245952.994200132,0.378271668400046
"Union County","OH","Columbus, OH","39","159",256790.349128494,340458.027334344,0.325820960522093
"Haywood County","NC","Asheville, NC","37","087",214356.968724225,316182.492144954,0.475027819374188
"Columbia County","NY","Hudson, NY","36","021",250174.830255276,385206.396450758,0.53974880709501
"Washington County","NY","Glens Falls, NY","36","115",161346.943116392,209107.80671711,0.296013439599314
"Garfield County","CO","Glenwood Springs, CO","08","045",405925.478681562,583980.351474368,0.438639312247962
"Eddy County","NM","Carlsbad-Artesia, NM","35","015",176497.275207654,213473.86328999,0.209502316898847
"Tipton County","TN","Memphis, TN-MS-AR","47","167",162042.970170257,229920.277589845,0.418884616520361
"Crawford County","AR","Fort Smith, AR-OK","05","033",136267.614750627,183676.190118351,0.347907868311066
"Granville County","NC","Durham-Chapel Hill, NC","37","077",179612.388335619,270059.472389358,0.503568183085078
"Pittsylvania County","VA","Danville, VA","51","143",115688.779652675,155237.23669944,0.341852141283694
"Saint Joseph County","MI","Sturgis, MI","26","149",140810.286397741,189187.813969169,0.343565294901666
"Herkimer County","NY","Utica-Rome, NY","36","043",118136.946048964,156467.991982801,0.324462813842762
"Rutland County","VT","Rutland, VT","50","021",196921.647916056,274102.464954268,0.391936680679781
"Cumberland County","TN","Crossville, TN","47","035",163487.167191976,262169.381936239,0.603608322532031
"Hood County","TX","Granbury, TX","48","221",246672.375659389,363067.713665439,0.471862070874003
"Bradford County","PA","Sayre, PA","42","015",139081.876913217,170470.207530611,0.225682391653226
"Pender County","NC","Wilmington, NC","37","141",264081.894577218,383707.528910226,0.452986883195922
"Washington County","OH","Marietta, OH","39","167",141215.884198915,179617.998938142,0.271939059526298
"Mercer County","WV","Bluefield, WV-VA","54","055",80066.2131145982,110525.83881891,0.380430452739345
"Otter Tail County","MN","Fergus Falls, MN","27","111",215963.421460633,291839.481529112,0.351337553162032
"Washington County","VT","Barre, VT","50","023",250894.586918865,341513.280245586,0.361182337329683
"Sampson County","NC",NA,"37","163",88802.6072368156,121893.449735688,0.372633681921376
"Sandusky County","OH","Fremont, OH","39","143",118420.243625423,150782.18289312,0.273280465205432
"Otsego County","NY","Oneonta, NY","36","077",141878.645371656,180751.124672446,0.273984003716437
"Lawrence County","OH","Huntington-Ashland, WV-KY-OH","39","087",107328.408536543,133539.667974786,0.24421548586848
"Pike County","KY",NA,"21","195",55579.7081840513,75154.9595626712,0.352201406200207
"Lowndes County","MS","Columbus, MS","28","087",136353.866154413,167867.584890459,0.231117163193293
"Blount County","AL","Birmingham-Hoover, AL","01","009",158061.388152761,212768.643930406,0.346113977720932
"Van Zandt County","TX",NA,"48","467",179516.533178102,272330.03902233,0.517019263914512
"Kenai Peninsula Borough","AK",NA,"02","122",251725.966502132,318642.026484398,0.265828992185828
"Russell County","AL","Columbus, GA-AL","01","113",121328.139435901,161759.612287586,0.333240689585006
"Lincoln County","MO","St. Louis, MO-IL","29","113",187956.831291771,254764.288739858,0.355440432725644
"Newton County","MO","Joplin, MO","29","145",130312.569530926,189454.897306176,0.453849755155158
"Huron County","OH","Norwalk, OH","39","077",120609.777708421,153088.543027945,0.269287995854226
"Pickaway County","OH","Columbus, OH","39","129",187893.793057447,262265.827473924,0.3958195382949
"Genesee County","NY","Batavia, NY","36","037",129538.944643992,178196.730151526,0.375622834053956
"Pike County","PA","New York-Newark-Jersey City, NY-NJ-PA","42","103",161704.888164765,259351.412320721,0.603856353782341
"Autauga County","AL","Montgomery, AL","01","001",173016.656955329,218902.591737382,0.265211081924329
"Columbia County","WI","Madison, WI","55","021",216024.516913915,281051.41237228,0.301016275316004
"Acadia Parish","LA","Lafayette, LA","22","001",128831.264739341,150893.938868055,0.171252484195915
"Anderson County","TX","Palestine, TX","48","001",126132.246985232,177685.002824919,0.408719871974718
"Lyon County","NV","Fernley, NV","32","019",275099.026552632,405835.861251705,0.475235540951868
"Carson City","NV","Carson City, NV","32","510",319148.150739108,459134.628254362,0.438625375679172
"Oxford County","ME",NA,"23","017",170194.528916289,278416.045271287,0.635869537311783
"Vermilion Parish","LA","Lafayette, LA","22","113",151290.834850186,164390.336373368,0.0865848981278638
"Maverick County","TX","Eagle Pass, TX","48","323",146014.959661088,178768.734874606,0.224317941733788
"Jefferson County","WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","54","037",249572.112939942,340005.28243577,0.362352862387271
"Windsor County","VT","Lebanon, NH-VT","50","027",258291.941341174,372098.814653971,0.440613333586245
"Putnam County","WV","Huntington-Ashland, WV-KY-OH","54","079",166020.270596318,206865.377834839,0.246024820293396
"Coffee County","TN","Tullahoma-Manchester, TN","47","031",163053.720932006,257541.81124872,0.579490549351622
"Gordon County","GA","Calhoun, GA","13","129",148254.458941008,225440.543383942,0.520632465251158
"Box Elder County","UT","Ogden-Clearfield, UT","49","003",261564.332036888,423196.014187709,0.617942365811656
"Hawkins County","TN","Kingsport-Bristol, TN-VA","47","073",134532.850217355,192988.662073496,0.434509577115916
"Chisago County","MN","Minneapolis-St. Paul-Bloomington, MN-WI","27","025",257026.478281847,352361.687535184,0.370915906760375
"Carter County","TN","Johnson City, TN","47","019",129851.762015296,187476.31985687,0.443771859135693
"Scott County","KY","Lexington-Fayette, KY","21","209",195027.647649502,260278.378205721,0.334571694539867
"Marion County","WV","Fairmont, WV","54","049",121577.320852738,150991.273795684,0.241936182970951
"Cherokee County","SC","Gaffney, SC","45","021",124310.164122104,163812.887682516,0.317775491967092
"Hardin County","TX","Beaumont-Port Arthur, TX","48","199",178365.413698363,216760.281041387,0.215259598522585
"Colbert County","AL","Florence-Muscle Shoals, AL","01","033",123568.965392598,168670.52746819,0.364991014793224
"Pearl River County","MS","Picayune, MS","28","109",160356.920166062,194014.351857173,0.209890734096509
"Whiteside County","IL","Sterling, IL","17","195",86521.4331249514,111198.896545434,0.285217922648654
"Taney County","MO","Branson, MO","29","213",155955.358762029,228694.478019644,0.466409874178203
"Iron County","UT","Cedar City, UT","49","021",254851.50346013,405341.483647209,0.590500656829052
"Lafayette County","MS","Oxford, MS","28","071",224396.003703621,270337.53434112,0.204734174759092
"Eagle County","CO","Edwards, CO","08","037",706974.703865889,1122583.25254228,0.587869051613515
"La Plata County","CO","Durango, CO","08","067",413591.599362099,582700.99037595,0.408880139912601
"Campbell County","VA","Lynchburg, VA","51","031",161312.180727427,214885.66153044,0.332110573184415
"Waller County","TX","Houston-The Woodlands-Sugar Land, TX","48","473",248480.378098028,343533.167452611,0.382536400186431
"Hancock County","ME",NA,"23","009",255178.160009113,376793.047783719,0.476588152255126
"Lenoir County","NC","Kinston, NC","37","107",77393.108079172,113995.554862266,0.472941941363178
"Tuolumne County","CA","Sonora, CA","06","109",310404.87605031,404924.169119267,0.304503248375642
"Seneca County","OH","Tiffin, OH","39","147",109971.179435874,148115.318671676,0.346855780136869
"Franklin County","VA","Roanoke, VA","51","067",211986.364399808,291149.753301345,0.373436230795649
"Grady County","OK","Oklahoma City, OK","40","051",140134.713425737,195336.473458786,0.393919241589654
"Saline County","KS","Salina, KS","20","169",119656.94013404,154234.357403878,0.288971264275227
"Jefferson County","TN","Morristown, TN","47","089",180738.720272657,275826.354023843,0.526105494205886
"Loudon County","TN","Knoxville, TN","47","105",238466.140481013,356439.515109424,0.494717507443381
"Camden County","GA","St. Marys, GA","13","039",171251.370845109,245506.885222129,0.433605372094695
"Watauga County","NC","Boone, NC","37","189",275498.318390578,437758.062441378,0.588968183176938
"Washington County","VA","Kingsport-Bristol, TN-VA","51","191",153192.521741153,203824.367076449,0.330511207465128
"Dickson County","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","47","043",215394.616915004,319665.588759429,0.484092747246191
"Johnson County","MO","Warrensburg, MO","29","101",181362.276567847,253052.584323221,0.395287868635433
"Jackson County","IL","Carbondale-Marion, IL","17","077",60343.391186113,102922.817732533,0.705618721611032
"Boone County","IL","Rockford, IL","17","007",164019.913574749,217116.796279324,0.323722172188419
"Fulton County","NY","Gloversville, NY","36","035",132842.544595061,182137.692379083,0.371079520753584
"Pulaski County","MO","Fort Leonard Wood, MO","29","169",135841.485176329,178768.414516969,0.316007508935278
"Elko County","NV","Elko, NV","32","007",253200.843780983,319192.929213272,0.260631380396865
"Roane County","TN","Knoxville, TN","47","145",167156.894582803,242183.384302959,0.448838738643775
"Tuscola County","MI",NA,"26","157",113737.666985471,159160.816382004,0.399367690585176
"Gila County","AZ","Payson, AZ","04","007",229027.242864874,359971.060692781,0.57173904811474
"McMinn County","TN","Athens, TN","47","107",147623.436639366,210685.415125168,0.427181346820003
"Coffee County","AL","Enterprise, AL","01","031",136027.428909099,172345.328054659,0.26698952877974
"Jessamine County","KY","Lexington-Fayette, KY","21","113",183725.702679538,248707.77122301,0.353690679070728
"Ashland County","OH","Ashland, OH","39","005",139774.12348934,191329.096982982,0.368844906386225
"Jackson County","AL","Scottsboro, AL","01","071",119627.045817389,165706.820042664,0.385195286821818
"Rusk County","TX","Longview, TX","48","401",141064.51867261,179103.913195488,0.269659549267395
"Kerr County","TX","Kerrville, TX","48","265",245331.002405375,354114.163116159,0.443413835366131
"Washington County","OK","Bartlesville, OK","40","147",113928.489979513,151782.371233022,0.332260010295196
"Columbia County","OR","Portland-Vancouver-Hillsboro, OR-WA","41","009",311625.088559027,437165.450034687,0.402857042275273
"Grundy County","IL","Chicago-Naperville-Elgin, IL-IN-WI","17","063",218622.936442179,260251.900111115,0.190414438422594
"Saint Charles Parish","LA","New Orleans-Metairie, LA","22","089",209782.579859716,255284.921783442,0.216902385098678
"Worcester County","MD","Salisbury, MD-DE","24","047",266867.886954612,388700.297165014,0.456527053894358
"Saint Martin Parish","LA","Lafayette, LA","22","099",138384.763966907,162750.178943255,0.1760700692612
"Grant County","WI","Platteville, WI","55","043",139447.26777452,178273.136773195,0.278426889377679
"Hoke County","NC","Fayetteville, NC","37","093",158940.89518431,211434.35728656,0.330270331253502
"Calumet County","WI","Appleton, WI","55","015",224661.361660566,283553.313301972,0.262136538326439
"Harrisonburg City","VA","Harrisonburg, VA","51","660",218411.303785614,278955.93550663,0.277204662357791
"Culpeper County","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","047",297311.368148677,401848.940074727,0.351609736879533
"Navarro County","TX","Corsicana, TX","48","349",131560.859032687,191908.608082727,0.458705951707461
"Warren County","IA","Des Moines-West Des Moines, IA","19","181",219095.978681914,279863.144207825,0.277354088794727
"Darke County","OH","Greenville, OH","39","037",130113.339662211,175315.336802812,0.347404787687039
"Ogle County","IL","Rochelle, IL","17","141",145983.459677462,185208.061741214,0.268692098066553
"Waupaca County","WI",NA,"55","135",157042.762458585,212402.688052111,0.352514975710039
"Cass County","MI","South Bend-Mishawaka, IN-MI","26","027",172368.734215614,237109.278252698,0.375593313553612
"Columbus County","NC",NA,"37","047",112485.813037769,164365.784913136,0.461213467496993
"Oktibbeha County","MS","Starkville, MS","28","105",194797.080454491,231159.429692275,0.186667834820449
"Franklin County","KY","Frankfort, KY","21","073",142548.877586056,193083.518982603,0.354507466156926
"Wayne County","PA",NA,"42","127",172978.260573805,272774.031329079,0.576926663641031
"Henry County","VA","Martinsville, VA","51","089",84309.8596575121,111468.678856823,0.3221309976038
"Madison County","ID","Rexburg, ID","16","065",232039.826897686,400557.669000001,0.726245336222472
"Venango County","PA","Oil City, PA","42","121",85251.7941308207,120119.914507218,0.40900160204126
"Bristol County","RI","Providence-Warwick, RI-MA","44","001",372308.202204689,505449.77157083,0.357611163486919
"Cherokee County","TX","Jacksonville, TX","48","073",127824.849910265,197460.568371477,0.544774498151945
"Dearborn County","IN","Cincinnati, OH-KY-IN","18","029",186945.489470369,258631.210888623,0.383457881874257
"Medina County","TX","San Antonio-New Braunfels, TX","48","325",223783.716008987,309681.302373967,0.383841987687478
"Somerset County","ME",NA,"23","025",120779.590791311,189228.908437043,0.566729173341898
"Gibson County","TN","Jackson, TN","47","053",104156.292010675,153380.543542219,0.472599884090531
"Knox County","IL","Galesburg, IL","17","095",84343.2809029167,95464.3715949424,0.131855087601187
"Nye County","NV","Pahrump, NV","32","023",208403.974688114,332093.076546211,0.59350644364246
"Carroll County","NH",NA,"33","003",260682.988041224,415369.684379387,0.593390069296356
"Lamar County","TX","Paris, TX","48","277",132436.799071927,195205.834289503,0.473954638419534
"Winona County","MN","Winona, MN","27","169",178200.829469964,226989.181925842,0.273782970601166
"Lincoln County","OR","Newport, OR","41","041",291633.273135451,459604.992949518,0.575968983264992
"Buffalo County","NE","Kearney, NE","31","019",201842.175164577,253233.247641258,0.254610179635544
"Duplin County","NC",NA,"37","061",103914.692656492,143535.178817759,0.381278962083243
"Saint Mary Parish","LA","Morgan City, LA","22","101",110833.739953683,118996.752337774,0.0736509693483476
"Franklin County","VT","Burlington-South Burlington, VT","50","011",229846.599003419,306836.385167809,0.334961606994432
"Bedford County","TN","Shelbyville, TN","47","003",187613.901069623,282108.776401695,0.50366670483018
"Queen Annes County","MD","Baltimore-Columbia-Towson, MD","24","035",350414.299792187,447881.175942738,0.278147541947787
"Newaygo County","MI",NA,"26","123",134198.0635285,201996.298590147,0.505210233881274
"Edgecombe County","NC","Rocky Mount, NC","37","065",80414.4754801525,121784.928384776,0.514465245934912
"Montgomery County","NY","Amsterdam, NY","36","057",121509.509595836,168485.204519773,0.386600975349067
"Dale County","AL","Ozark, AL","01","045",107025.371753421,136462.857784635,0.275051471898043
"Henry County","IL","Davenport-Moline-Rock Island, IA-IL","17","073",114493.778658867,134005.725872135,0.170419279037018
"Wilson County","TX","San Antonio-New Braunfels, TX","48","493",287542.884606458,408343.623071776,0.420113815824903
"Polk County","TX",NA,"48","373",125952.220248983,172172.237276825,0.366964686580943
"Halifax County","NC","Roanoke Rapids, NC","37","083",58184.9050699495,77746.7740988132,0.336201786448677
"Laurens County","GA","Dublin, GA","13","175",113598.303024147,153192.788967344,0.348548216735072
"Douglas County","NV","Gardnerville Ranchos, NV","32","005",462857.46727918,700431.772474959,0.513277460105192
"Vernon Parish","LA","Fort Polk South, LA","22","115",131476.83928036,154707.492840228,0.176690082352307
"Fremont County","CO","Ca-¦on City, CO","08","043",213781.893262667,320020.910551512,0.496950493175357
"Logan County","OK","Oklahoma City, OK","40","083",188436.089418858,267824.613896839,0.421302122766492
"Henry County","IN","New Castle, IN","18","065",102549.534515492,148628.727929554,0.449335958780974
"Curry County","NM","Clovis, NM","35","009",134910.085840202,149410.638376727,0.107483087318617
"Atascosa County","TX","San Antonio-New Braunfels, TX","48","013",191356.974913415,262222.067856055,0.370329291496718
"Tioga County","NY","Binghamton, NY","36","107",129492.651984463,165069.006783137,0.274736475417479
"Le Flore County","OK",NA,"40","079",93245.6161668952,140279.898862932,0.504412803834685
"Burnet County","TX",NA,"48","053",267594.41495341,456882.627874601,0.707369819187548
"Lincoln Parish","LA","Ruston, LA","22","061",173118.796872943,201660.31154911,0.164866641818876
"Shelby County","OH","Sidney, OH","39","149",146513.489397031,191491.278116247,0.306987355937801
